,warehouse_1,warehouse_2,warehouse_3,warehouse_4,warehouse_5,warehouse_6,warehouse_7,warehouse_8,warehouse_9,warehouse_10,warehouse_11,warehouse_12,warehouse_13
product_921,0,0,1,0,1,1,0,0,7,16,1,0,0
product_922,1,1,11,1,28,347,0,0,0,1,47,1,0
product_923,0,0,0,0,0,11,0,0,0,1,0,0,0
product_924,0,0,0,0,0,32,0,0,0,115,0,0,0
product_925,0,27,0,22,279,61,0,0,0,111,2,0,0
product_926,0,1,0,0,0,0,0,0,45,0,1,0,0
product_927,746,3,33657,6,27269,4504,0,0,1237,21411,246,13,0
product_928,0,0,0,0,0,15,0,0,0,0,0,0,0
product_929,0,1,16,0,0,405,0,0,121,1,76,1,0
product_930,39,0,60,0,0,14,0,0,0,0,0,0,0
product_931,0,0,1,1,1,0,0,0,887,0,945,0,0
product_932,1,0,0,0,0,0,0,0,0,23,50,0,0
product_933,0,0,0,0,0,62,0,0,0,1,4,0,0
product_934,0,0,0,0,0,2,0,0,0,0,2,0,0
product_935,0,0,0,0,0,0,0,12,0,0,0,15,4
product_936,303,0,0,0,1,173,0,0,0,0,0,1,0
product_937,1,1,10,1,246,1,0,2157,0,60,1281,1,0
product_938,1,0,0,0,0,37,0,0,23,1,1,0,0
product_939,0,0,143,0,2,18,0,0,76,4,510,0,0
product_940,0,1,20,0,0,107,0,0,0,0,0,1,0
product_941,0,0,0,0,0,0,0,0,1,0,0,0,0
product_942,0,0,0,1,0,0,0,0,10,3,0,0,0
product_943,0,0,4,0,0,0,0,0,0,19,1,0,0
product_944,1,1,359,40,346,288,0,0,34,260,215,1,0
product_945,1,701,0,71,60,187,0,0,1256,158,816,0,0
product_946,1,1,0,1,0,17,0,0,0,90,158,0,0
product_947,1,38,0,1,0,19,1,0,85,1,2,1,0
product_948,1,1,3,0,9,6,0,0,91,1,8,1,0
product_949,0,1,0,0,0,0,0,0,0,267,0,0,0
product_950,1,1,0,0,5,1,0,0,120,0,0,0,0
product_951,0,0,0,0,0,0,0,0,0,135,0,0,0
product_952,1624,1,628,403,804,150,0,1,16,25,28,1,0
product_953,1,0,0,65,0,0,0,0,31,0,0,0,0
product_954,0,1,13,0,1,15,0,0,0,5,0,0,0
product_955,1,0,24,0,1,33,0,0,132,0,21,0,0
product_956,15,4,0,1,0,3,0,0,51,0,0,1,0
product_957,0,0,0,0,291,0,0,0,0,1,1,0,0
product_958,11,6,11,0,27,21,0,0,13,1,3,116,0
product_959,0,0,18,0,77,5,0,0,0,0,23,0,0
product_960,124,0,0,0,24,0,0,0,0,0,0,0,0
product_961,0,1,0,48,0,0,0,0,0,12,0,0,0
product_962,1,0,46,0,1,0,0,0,106,3,0,0,0
product_963,0,0,0,0,0,50,0,0,0,0,0,0,0
product_964,0,1,20,0,12,0,0,0,58,55,65,0,0
product_965,1,26,0,368,11,0,0,1,812,1,484,1,0
product_966,0,1,1,1,72,78,0,0,60,1,2,0,0
product_967,0,0,0,0,0,4,0,0,0,2,0,0,0
product_968,1,1,65,0,9,3,0,0,0,1,58,0,0
product_969,0,0,0,0,3,0,0,0,0,0,10,1,0
product_970,1,3,657,1,1,628,0,0,682,1475,506,1,0
product_971,0,1,0,36,0,147,0,0,0,57,0,0,0
product_972,0,0,0,0,0,1,0,0,0,0,0,0,0
product_973,1,509,0,1,807,289,0,0,1102,246,151,0,0
product_974,1,1,0,1,0,1,0,0,0,0,1,410,0
product_975,7,1,0,1,0,96,0,0,0,38,20,0,0
product_976,0,0,0,0,1,1,0,0,0,0,2,0,0
product_977,0,0,0,0,0,0,0,0,0,0,0,4,0
product_978,0,0,1,0,1,0,0,0,0,1,0,1,0
product_979,156,0,1,0,142,14,0,0,100,103,0,0,0
product_980,11,1,56,1,71,4,0,0,0,17,99,1,0
product_981,0,0,0,0,0,0,0,0,0,3,0,0,0
product_982,0,0,0,0,0,0,0,0,0,44,0,0,0
product_983,0,0,0,1,0,0,0,0,1,241,0,0,0
product_984,0,0,0,0,60,0,0,0,0,0,0,0,0
product_985,52,0,0,0,0,8,0,0,0,29,0,0,0
product_986,167,0,0,1,0,59,0,0,0,0,0,1,0
product_987,0,0,0,0,140,1,0,0,0,0,0,0,0
product_988,0,1,0,0,3,0,0,0,0,1,0,0,0
product_989,0,1,0,12,15,0,0,0,16,17,0,0,0
product_990,0,0,1,0,0,103,0,0,0,83,0,0,0
product_991,11,0,0,0,6,5,0,0,7,0,16,38,0
product_992,0,0,0,0,0,0,0,0,0,30,0,0,0
product_993,0,74,0,0,0,0,0,0,10,68,78,0,0
product_994,6,6,1,0,0,1,0,0,1,0,2,0,0
product_995,1,0,0,0,0,20,0,0,0,0,27,0,0
product_996,0,313,1,0,0,4,0,0,0,0,1,1,0
product_997,0,0,0,0,0,1,0,0,0,1,0,0,0
product_998,0,0,10,0,1,7,0,0,0,0,5,0,0
product_999,87,0,46,17,167,1,0,0,0,11,11,1,0
product_1000,1,1,42,1,30,33,0,0,0,7,39,1,0
product_1001,0,54,0,0,66,0,0,0,23,0,118,1,0
product_1002,0,0,0,0,153,262,0,0,0,0,0,0,0
product_1003,0,0,0,0,0,0,0,0,492,38,22,0,0
product_1004,1,1,0,0,0,437,0,0,0,1,0,0,0
product_1005,0,0,36,0,0,3,0,0,179,1,1,0,0
product_1006,0,0,0,0,0,1,0,0,0,0,0,0,0
product_1007,0,1,0,0,0,0,1,224,0,0,0,27,1
product_1008,2,0,0,0,0,0,0,0,2,1,0,0,0
product_1009,0,0,1,1,0,5,0,0,0,0,0,0,0
product_1010,0,0,0,0,0,2,0,0,0,0,0,0,0
product_1011,1,1,244,70,97,596,0,0,30,44,128,1,0
product_1012,9,1,0,0,86,0,0,0,1,0,0,0,0
product_1013,0,0,65,1,29,0,0,0,0,174,0,0,0
product_1014,1,1,356,1,0,119,0,0,28,37,0,1,0
product_1015,0,0,0,0,0,2,0,0,0,0,0,0,0
product_1016,0,1,0,0,0,0,0,0,18,4,0,0,0
product_1017,0,1,11,1,89,8,0,0,0,0,2,0,0
product_1018,1,1,193,1,441,0,0,0,18,3,1,1,0
product_1019,0,0,0,0,377,278,0,0,0,0,0,0,0
product_1020,1,1,1,0,4,0,0,0,1,5,6,0,0
product_1021,1,1,142,1,0,1,1,0,163,1,196,1,0
product_1022,0,2,7,0,1,10,0,0,37,0,13,1,0
product_1023,0,0,1,0,0,1,0,0,0,0,0,0,0
product_1024,0,0,1,0,2,0,0,0,21,0,3,0,0
product_1025,41,43,44,0,77,0,0,0,78,0,119,0,0
product_1026,0,1,0,0,1,35,0,0,75,55,0,0,0
product_1027,0,0,0,0,101,0,0,0,159,322,0,0,0
product_1028,0,0,0,1,1,11,0,0,16,0,0,0,0
product_1029,76,35,58,1,106,7,1,0,75,38,140,1,0
product_1030,143,0,0,0,0,3,0,0,119,131,80,1,0
product_1031,48,1,159,1,148,56,0,1,160,15,75,1,0
product_1032,0,0,0,0,5,0,0,0,0,0,1,0,0
product_1033,36,0,9,0,0,1,0,0,2,0,19,0,0
product_1034,7,2,1,0,0,9,0,0,11,7,3,0,0
product_1035,0,0,1,0,4,2,0,0,0,0,0,0,0
product_1036,0,0,0,1,0,0,0,0,1,0,0,0,0
product_1037,0,0,0,12,0,101,0,0,0,33,0,0,0
product_1038,0,22,0,1,115,48,0,0,51,128,37,0,0
product_1039,1,0,0,0,0,19,0,0,0,0,17,1,0
product_1040,1,1,27,52,55,12,0,0,136,22,79,1,0
product_1041,1,0,1,0,0,954,0,0,0,0,2,0,0
product_1042,0,0,2,29,33,27,0,0,93,21,0,0,0
product_1043,0,0,0,1,0,1,0,0,0,0,0,0,0
product_1044,0,1,0,0,0,6,0,0,0,3,0,0,0
product_1045,0,79,0,0,0,0,0,0,0,0,0,1,0
product_1046,140,3,214,24,9,290,0,0,0,1,0,1,0
product_1047,0,1,0,0,0,0,0,0,35,22,44,0,0
product_1048,1,0,0,0,3,0,0,0,0,1,9,0,0
product_1049,12,1,21,51,3,10,1,0,0,0,8,0,0
product_1050,0,0,1,0,2,0,0,0,12,2,13,0,0
product_1051,0,0,0,1,0,1,0,0,0,0,0,0,0
product_1052,0,0,0,1,0,0,0,0,0,10,0,1,0
product_1053,0,0,0,0,30,0,0,0,0,60,0,0,0
product_1054,0,2,0,0,6,0,0,0,0,3,4,0,0
product_1055,0,1,0,1,0,0,0,0,212,125,0,0,0
product_1056,0,0,0,0,0,0,10,2,0,0,0,0,0
product_1057,0,0,1,4,0,0,0,0,0,0,0,0,0
product_1058,0,0,0,0,80,36,0,0,28,1,0,0,0
product_1059,0,0,0,0,0,40,0,0,0,0,0,0,0
product_1060,17,32,1,0,52,0,0,0,8,1,0,0,0
product_1061,0,0,2,0,2,3,0,0,2,1,0,0,0
product_1062,19,0,33,0,5,0,0,0,0,4,2,0,0
product_1063,1,0,11,1,37,0,0,1,32,0,65,0,0
product_1064,0,0,49,0,1,0,0,0,13,2,2,0,0
product_1065,6,42,0,0,354,148,0,0,0,109,87,1,0
product_1066,0,0,0,0,0,10,0,0,0,4,0,1,0
product_1067,0,0,4,0,1,0,0,0,0,0,0,0,0
product_1068,163,1,64,1,0,268,0,0,105,164,729,0,0
product_1069,1,0,0,1,0,0,0,0,0,601,0,1,0
product_1070,0,1,0,1,0,0,0,0,0,1,49,1,0
product_1071,55,0,58,1,7,216,0,0,1,37,25,1,0
product_1072,0,0,1,0,4,0,0,0,10,3,10,1,0
product_1073,200,84,40,220,154,0,0,0,47,57,754,1,0
product_1074,0,0,0,0,19,0,0,0,0,0,0,0,0
product_1075,745,1,664,591,10,1,0,0,656,1,1174,1,0
product_1076,0,0,0,0,0,0,0,0,0,1,0,0,0
product_1077,0,134,0,0,0,0,1,0,0,0,0,64,1
product_1078,0,0,0,0,0,1,0,0,0,1,0,0,0
product_1079,0,0,0,0,0,4,0,0,0,1,0,0,0
product_1080,0,0,0,0,0,24,0,0,0,0,0,0,0
product_1081,1,0,256,1,221,337,0,0,0,36,3,2,0
product_1082,5,0,0,0,1,5,0,1,0,1,0,0,0
product_1083,0,0,2,0,0,3,0,0,0,2,0,0,0
product_1084,426,1,91,1,0,0,0,0,864,273,289,1,0
product_1085,0,0,0,0,0,0,0,0,0,0,0,176,0
product_1086,0,0,75,0,50,0,0,0,0,0,0,0,0
product_1087,0,0,0,0,0,5,0,0,0,0,0,0,0
product_1088,1,1,146,0,33,146,0,0,0,0,75,0,0
product_1089,80,0,0,0,2,28,0,0,0,1,0,0,0
product_1090,0,0,0,0,0,21,0,0,0,0,0,0,0
product_1091,0,1,1,0,1,1,0,0,5,0,1,0,0
product_1092,0,0,0,0,0,0,0,0,0,223,0,1,0
product_1093,0,0,0,0,0,2,0,0,0,0,0,0,0
product_1094,49,1,0,0,30,28,0,0,0,0,24,0,0
product_1095,0,0,5,28,0,2,0,0,0,0,0,0,0
product_1096,0,0,0,0,3,0,0,0,0,0,0,0,0
product_1097,0,0,0,1,0,0,0,0,0,0,1,67,0
product_1098,1,27,7,1,26,0,0,0,0,0,0,1,0
product_1099,19,5,0,44,40,0,0,0,56,2,56,0,0
product_1100,0,1,0,0,0,30,0,0,0,0,0,0,0
product_1101,0,0,0,1,0,5,0,0,0,0,0,0,0
product_1102,1,0,143,1,0,181,0,0,1,960,37,0,0
product_1103,19,1,24,1,24,0,0,0,201,1,2,1,0
product_1104,4,0,0,0,5,4,0,0,21,1,4,0,0
product_1105,0,0,0,0,0,45,0,0,0,0,0,59,0
product_1106,0,0,0,21,0,15,0,0,0,19,0,0,0
product_1107,0,0,0,0,0,1,0,0,0,0,0,0,0
product_1108,1,0,0,0,1,251,0,0,0,0,0,0,0
product_1109,0,1,13,0,2,24,0,0,0,0,13,0,0
product_1110,62,7,1,75,25,0,0,0,82,0,63,1,0
product_1111,0,0,1,1,0,86,0,0,0,0,0,0,0
product_1112,35,43,10,13,23,1,0,1,95,16,17,1,0
product_1113,0,1,227,0,0,210,0,0,125,143,45,0,0
product_1114,0,0,0,0,20,0,0,0,0,5,0,0,0
product_1115,1,2,0,1,1,0,0,0,3,1,1,0,0
product_1116,0,0,0,0,0,1,0,0,0,0,0,0,0
product_1117,322,26,0,172,98,253,0,0,597,105,0,1,0
product_1118,0,14,5,1,0,15,0,0,0,1,0,0,0
product_1119,0,1,0,1,0,0,0,0,0,3,0,0,0
product_1120,21,1,23,1,0,3,0,0,16,21,0,1,0
product_1121,24,362,37,7,146,735,0,0,7197,1219,332,1,0
product_1122,1,0,0,1,140,0,0,0,130,50,0,1,0
product_1123,3,10,167,1,557,473,7,0,80,258,988,1,0
product_1124,0,0,0,0,6,0,0,0,0,0,0,0,0
product_1125,0,0,21,0,45,7,0,0,14,0,0,0,0
product_1126,40,1,3,0,52,9,0,0,0,28,130,0,0
product_1127,24,1,56,1,349,10,0,0,165,201,47,0,0
product_1128,0,0,0,0,0,0,0,1,0,0,0,30,0
product_1129,32,7,46,0,67,28,0,0,0,0,26,0,0
product_1130,0,0,0,180,0,0,0,0,0,0,0,0,0
product_1131,0,6,1,1,10,11,0,0,0,9,1,1,0
product_1132,0,0,0,1,0,9,0,0,0,1,0,0,0
product_1133,0,18,0,1,0,0,0,373,0,0,0,922,0
product_1134,398,31,4,121,10,166,0,0,280,53,89,1,0
product_1135,1,1,26,1,1,1,0,0,63,13,92,1,0
product_1136,0,0,0,0,0,0,0,28,0,0,0,18,94
product_1137,0,0,0,1,1,0,0,0,0,0,0,0,0
product_1138,817,1,156,403,378,9,0,0,1126,109,1250,1,0
product_1139,0,0,0,0,2,0,0,0,0,0,0,0,0
product_1140,1,0,16,1,34,0,0,0,11,2,12,1,0
product_1141,0,0,3,0,2,0,0,0,0,0,21,0,0
product_1142,0,0,26,1,0,7,0,0,0,0,31,0,0
product_1143,0,0,0,0,0,11,0,0,0,0,0,0,0
product_1144,1,33,736,1,426,253,0,0,1,0,7,1,0
product_1145,5,0,0,1,2,0,0,0,0,3,0,0,0
product_1146,1,1,19,0,25,6,0,0,180,39,11,0,0
product_1147,0,0,0,0,0,0,0,0,0,0,32,0,0
product_1148,0,0,0,0,0,3,0,0,0,0,19,0,0
product_1149,0,0,0,0,0,1,0,0,0,0,0,0,0
product_1150,1,0,0,1,0,0,0,0,89,0,1,1,0
product_1151,0,0,0,0,0,0,0,0,0,0,0,8,0
product_1152,0,0,2,0,6,9,0,0,0,0,0,63,0
product_1153,0,0,0,0,0,0,0,1,0,0,0,0,33
product_1154,1,284,0,1,0,0,0,0,160,0,0,1,0
product_1155,1,0,2207,0,0,2271,1,0,0,0,0,3,0
product_1156,1,11,66,25,2,27,0,0,36,12,1,1,0
product_1157,1,0,1,1,1,0,0,0,0,227,0,0,0
product_1158,44,0,0,0,3,0,0,0,0,36,25,1,0
product_1159,0,0,0,2,0,0,0,0,0,0,0,0,0
product_1160,1,0,4,0,0,1,0,0,97,1,0,0,0
product_1161,0,0,6,0,3,0,0,0,13,2,13,0,0
product_1162,0,12,0,0,0,0,1,1,0,0,0,766,1
product_1163,0,0,10,0,0,45,0,0,0,0,7,0,0
product_1164,0,0,0,0,0,0,0,0,0,3,0,0,0
product_1165,0,0,35,0,23,3,0,0,0,1,0,0,0
product_1166,3,1,115,1,114,46,0,0,0,0,3,1,0
product_1167,14,1019,4,522,4,1,1,0,5426,280,454,1,0
product_1168,0,0,60,0,19,463,0,0,0,0,60,0,0
product_1169,0,0,0,0,32,0,0,0,0,0,0,0,0
product_1170,0,0,0,0,0,9,0,0,0,61,0,0,0
product_1171,1,1,0,0,0,0,0,0,738,344,0,0,0
product_1172,0,0,0,0,0,0,0,0,0,26,0,0,0
product_1173,0,0,0,0,0,6,0,0,0,0,0,0,0
product_1174,1,4,320,1,79,361,0,0,0,0,251,0,0
product_1175,0,0,0,0,0,0,0,0,0,7,12,0,0
product_1176,75,0,35,29,0,66,0,0,0,15,0,1,0
product_1177,0,0,0,1,0,10,0,0,0,0,28,0,0
product_1178,0,0,0,0,0,14,0,0,67,42,1,0,0
product_1179,1,18,0,1,0,0,0,0,0,1,0,1,0
product_1180,0,0,0,0,177,657,0,0,0,0,0,0,0
product_1181,0,0,0,103,0,193,0,0,0,0,0,0,0
product_1182,114,1,161,0,36,10,0,0,0,1,38,0,0
product_1183,1,0,2,0,0,3,0,0,0,3,4,0,0
product_1184,1,0,1,0,3,1,0,0,12,19,12,0,0
product_1185,0,0,0,31,0,284,0,0,0,257,0,0,0
product_1186,0,1,0,1,0,1,0,0,9,0,0,0,0
product_1187,0,0,10,1,33,0,0,0,16,0,106,0,0
product_1188,34,1,10,0,62,28,0,0,7,1,4,0,0
product_1189,0,0,0,0,0,9,0,0,0,0,0,0,0
product_1190,0,0,0,0,13,7,0,0,3,20,0,0,0
product_1191,0,0,0,0,0,28,0,0,0,0,0,0,0
product_1192,1,3,152,73,82,9,0,0,457,12,1,1,0
product_1193,78,1,27,0,10,23,0,0,42,0,79,0,0
product_1194,1,0,0,0,0,10,0,0,0,0,0,1,0
product_1195,0,0,0,0,0,0,0,0,31,1,2,0,0
product_1196,0,0,0,0,0,0,0,0,0,5,0,0,0
product_1197,1,0,0,1,5,0,0,0,14,1,0,0,0
product_1198,0,0,2,0,0,0,0,0,0,8,0,0,0
product_1199,0,0,0,0,0,0,0,0,0,0,0,4,0
product_1200,1,1,0,1,126,0,0,0,0,1,0,0,0
product_1201,34,0,2,0,0,98,0,0,93,0,0,0,0
product_1202,3,12,7699,3,2289,80,1,0,8,8,2,3,0
product_1203,0,0,0,0,0,0,0,0,0,1,0,0,0
product_1204,1,74,0,0,69,0,0,0,125,0,53,23,0
product_1205,1,376,1,0,132,75,0,0,0,168,2,155,0
product_1206,0,0,0,0,0,0,0,0,0,0,0,50,0
product_1207,0,0,0,0,0,19,0,0,34,15,0,0,0
product_1208,1,1,40,37,0,39,0,0,122,0,52,0,0
product_1209,8,0,0,0,0,8,0,0,0,0,0,0,0
product_1210,53,1,44,44,41,0,0,0,64,11,36,0,0
product_1211,0,0,6,0,0,1,0,0,0,0,1,0,0
product_1212,0,0,0,0,0,0,0,0,1,0,0,0,0
product_1213,0,0,0,3,0,0,0,0,0,0,0,0,0
product_1214,57,0,0,0,0,685,0,0,0,93,0,0,0
product_1215,0,0,0,1,9,13,0,0,0,0,14,1,0
product_1216,0,0,0,1,2,0,0,0,34,72,1,1,0
product_1217,0,0,0,0,0,0,0,0,0,0,0,85,0
product_1218,0,0,0,0,0,0,0,0,0,25,0,0,0
product_1219,0,1,0,0,0,0,0,0,0,0,0,85,0
product_1220,0,1,10,95,11,9,0,0,20,4,1,0,0
product_1221,18,23,0,0,210,0,0,0,240,33,0,1,0
product_1222,1,0,68,0,1,1,0,0,1,0,8,0,0
product_1223,12,0,138,1,0,0,0,0,0,26,0,1,0
product_1224,32,19,3,0,1,0,0,0,34,0,2,0,0
product_1225,0,43,85,0,0,287,0,0,0,131,66,1,0
product_1226,0,0,0,15,0,2,0,0,0,0,0,0,0
product_1227,4,46,1,10,42,6,0,0,8,73,25,0,0
product_1228,14,0,1,1,2,0,0,0,0,0,0,0,0
product_1229,93,34,125,1,51,1,0,0,26,50,1,1,0
product_1230,0,0,0,0,0,0,0,0,2,62,2,0,0
product_1231,1,1,0,0,0,0,0,708,0,0,0,15,1
product_1232,100,0,98,1,206,91,0,0,0,21,11,0,0
product_1233,0,0,0,0,0,5,0,0,64,1,114,0,0
product_1234,1,0,0,0,0,75,0,0,0,0,0,0,0
product_1235,0,55,9,1,0,0,0,0,15,0,0,81,0
product_1236,0,843,10,0,2,18,0,1,0,7,1,1,0
product_1237,1,0,14,0,0,5,0,0,0,0,0,622,0
product_1238,0,0,1,0,3,1259,0,3,572,0,251,313,0
product_1239,0,0,18,0,0,17,0,0,7,0,21,0,0
product_1240,1,0,0,25,4,1,0,0,134,18,4,1,0
product_1241,1,0,0,1,93,5,0,0,0,1,0,1,0
product_1242,0,0,0,0,0,0,0,0,36,0,275,0,0
product_1243,1,0,0,1,0,0,0,0,213,29,318,0,0
product_1244,0,0,0,32,0,20,0,0,4,57,0,0,0
product_1245,0,0,2,0,0,10,0,0,0,0,0,0,0
product_1246,0,8,0,0,1,14,0,0,0,0,0,0,0
product_1247,0,1,0,15,0,0,0,0,55,0,0,0,0
product_1248,97,1,0,100,88,2,0,0,4,1,224,0,0
product_1249,0,0,0,78,0,0,0,0,0,127,0,0,0
product_1250,0,0,0,0,0,1,0,0,0,0,3,0,0
product_1251,12,1,30,17,17,43,0,0,20,20,0,0,0
product_1252,0,0,2,0,19,0,0,0,0,1,0,0,0
product_1253,0,0,0,0,2,6,0,0,0,0,0,0,0
product_1254,0,0,0,0,0,0,0,0,0,11,0,0,0
product_1255,147,1,1,25,2,5,0,0,71,132,10,1,0
product_1256,0,0,4,0,1,0,0,0,2,0,26,0,0
product_1257,0,0,0,12,0,0,0,0,0,15,0,0,0
product_1258,0,0,1,0,6,3,0,0,0,0,8,0,0
product_1259,20,0,0,0,0,0,0,0,1,2,113,0,0
product_1260,0,0,0,8,0,8,0,0,0,1,0,0,0
product_1261,0,0,0,1,0,1,0,0,0,8,0,1,0
product_1262,0,1,11,0,1,62,0,0,12,0,0,0,0
product_1263,0,1,16,0,15,4,0,0,37,75,6,0,0
product_1264,0,1,1,0,1,0,0,0,0,4,0,0,0
product_1265,121,10,31,120,0,17,0,0,126,43,17,0,0
product_1266,0,0,0,0,0,0,1,1,0,0,0,64,0
product_1267,596,5,2043,1,24240,6,0,1,50,6141,56974,3,0
product_1268,0,0,0,0,226,26,0,0,0,0,2,0,0
product_1269,0,14,0,0,0,0,0,0,0,0,0,13,0
product_1270,22,0,8546,0,9326,5092,0,0,3,38,66,1,0
product_1271,43,0,30,1,11,1,0,1,2,841,26819,1,0
product_1272,0,0,0,0,0,0,0,0,3,0,0,0,0
product_1273,0,569,4,0,4,0,0,0,0,5,0,0,0
product_1274,0,122,0,0,0,0,0,0,0,4,0,0,0
product_1275,3,1389,6,0,0,0,0,0,0,2,0,0,0
product_1276,49,0,0,39,27,1,0,0,22,21,0,0,0
product_1277,1,0,1,1,0,0,0,0,61,1,5,0,0
product_1278,1,1,0,0,3,4,0,0,0,0,2,0,0
product_1279,0,1,0,0,0,10,0,0,9,32,0,0,0
product_1280,1,0,34,0,7,65,0,0,0,0,71,0,0
product_1281,0,1,0,0,0,194,0,0,0,0,0,0,0
product_1282,0,0,0,0,0,1,0,0,0,0,0,0,0
product_1283,20,116,1,1,1,55,0,0,362,3,10,1,0
product_1284,0,0,0,0,0,81,0,0,0,0,1,0,0
product_1285,6,0,149,0,94,28,0,0,0,144,0,0,0
product_1286,0,0,0,1,0,12,0,0,0,0,0,0,0
product_1287,0,0,0,0,0,96,0,0,0,0,0,0,0
product_1288,1,32,0,1,25,0,0,0,568,78,57,1,0
product_1289,40,107,179,1,15,32,0,0,125,1,216,0,0
product_1290,9,204,36,0,4,88,1,1,5,1,2,1,0
product_1291,0,0,1,0,0,1,0,0,0,0,1,0,0
product_1292,0,0,0,15,39,29,0,0,0,0,68,0,0
product_1293,9,0,0,0,0,6,0,0,0,5,4,0,0
product_1294,0,0,0,0,0,0,0,0,0,0,0,285,0
product_1295,1,1,8,22,229,0,0,0,96,26,2,0,0
product_1296,0,1,0,0,0,0,1124,11,0,0,0,686,3
product_1297,1,1,82,4,0,50,0,0,0,1,0,1,0
product_1298,0,0,0,13,0,11,0,0,0,2,0,0,0
product_1299,0,0,0,0,0,0,0,0,0,0,0,17,0
product_1300,10,1,3,0,14,0,0,0,1,8,0,1,0
product_1301,0,0,0,0,0,19,0,0,0,0,0,0,0
product_1302,0,0,1,0,0,0,0,0,0,4,0,1,0
product_1303,32,1,10,25,23,10,0,0,0,1,26,1,0
product_1304,0,0,170,1,26,0,0,0,0,0,1,0,0
product_1305,0,0,0,0,1,1,0,0,0,16,92,0,0
product_1306,0,0,0,0,0,0,0,0,0,0,0,285,0
product_1307,0,0,0,0,0,0,0,0,0,1,0,0,0
product_1308,0,0,0,0,0,0,0,0,0,0,0,40,0
product_1309,1,0,2,0,2100,4,0,0,5573,2084,4194,2,0
product_1310,0,1,0,1,0,15,0,0,99,5,2,0,0
product_1311,16,18,0,14,66,0,1,0,335,8,8,1,0
product_1312,189,30,0,0,1,31,0,0,315,0,8,0,0
product_1313,0,0,0,0,0,0,0,58,0,0,0,97,0
product_1314,149,51,155,1,27,131,0,0,254,7,51,0,0
product_1315,1,1,1858,0,0,644,0,0,0,0,0,1,0
product_1316,11,0,0,0,8,4,0,0,4,4,1,0,0
product_1317,0,0,0,0,1,1,0,0,1,0,0,0,0
product_1318,0,0,2,0,3,0,0,0,10,0,0,0,0
product_1319,1,2,0,1,0,626,0,0,1296,0,0,1,0
product_1320,0,1,0,0,0,0,46,0,0,0,0,23,92
product_1321,154,1,219,1,196,1,0,0,1270,279,216,1,0
product_1322,1,1,38,1,8,16,0,0,0,20,15,0,0
product_1323,0,7,77,139,14,90,0,0,1,0,183,0,0
product_1324,0,0,1,0,0,20,0,0,19,10,17,0,0
product_1325,0,0,0,0,0,17,0,0,0,0,0,0,0
product_1326,96,116,46,34,98,19,0,0,1421,1,286,1,0
product_1327,0,0,23,0,28,4,0,0,0,0,0,1,0
product_1328,366,41,0,1,176,92,0,0,25,66,40,0,0
product_1329,0,0,7,0,4,5,0,0,8,1,8,0,0
product_1330,1,1,55,1,20,236,0,0,23,0,44,0,0
product_1331,4,0,1,0,0,32,0,0,23,0,0,0,0
product_1332,261,0,0,0,0,0,0,0,0,0,0,0,0
product_1333,1,0,1,0,1,1,0,0,0,1,0,0,0
product_1334,0,0,0,1,3,0,1,0,0,1,2,0,0
product_1335,0,0,15,1,111,0,0,0,47,1,287,1,0
product_1336,118,0,1,1,0,0,0,0,518,301,2,1,0
product_1337,0,1,6,0,4,28,0,0,0,0,3,0,0
product_1338,0,0,0,0,20,0,0,0,0,0,0,0,0
product_1339,1,0,57,0,1,57,0,0,70,1,1,0,0
product_1340,0,0,0,0,0,35,0,0,14,0,0,0,0
product_1341,0,0,0,0,0,8,0,0,0,0,0,0,0
product_1342,1,1,3,1,18,8,0,0,0,0,52,1,0
product_1343,27,0,233,1,259,45,0,0,63,149,80,1,0
product_1344,77,1,35,102,267,557,0,0,502,91,799,1,0
product_1345,1,1,9,34,88,85,0,0,44,0,116,1,0
product_1346,343,539,2658,1,1031,3393,1,0,1337,10,2989,1,0
product_1347,467,111,0,26,19,33,0,0,24,12,0,0,0
product_1348,0,0,0,0,0,23,0,0,0,0,0,0,0
product_1349,0,0,2,0,0,1,0,0,0,1,0,0,0
product_1350,0,0,15,0,12,4,0,0,6,7,16,0,0
product_1351,1,1,0,0,11,0,0,0,8,4,4,1,0
product_1352,0,0,0,342,0,0,0,0,0,0,0,0,0
product_1353,3,202,1,1,2,2,0,1,426,1,95,1,0
product_1354,0,0,1,0,3,10,0,0,6,0,5,0,0
product_1355,0,0,13,0,17,0,0,0,0,5,1,0,0
product_1356,1,1,48,1,7,36,0,0,124,61,20,0,0
product_1357,0,0,20,0,59,7,0,0,0,12,0,1,0
product_1358,1,158,130,63,113,41,0,0,0,24,55,1,0
product_1359,0,1,0,0,30,0,0,0,0,0,0,0,0
product_1360,0,0,0,0,0,64,0,0,0,0,0,0,0
product_1361,0,26,0,0,62,0,0,0,0,9,0,0,0
product_1362,0,0,0,0,0,1,0,0,5,0,0,0,0
product_1363,0,0,0,1,0,3,0,0,57,0,0,0,0
product_1364,0,26,1,0,1,126,0,0,0,0,85,27,0
product_1365,0,0,0,0,0,1,0,0,0,0,1,0,0
product_1366,0,1,0,0,10,68,0,0,50,124,29,0,0
product_1367,0,33,0,0,0,114,0,0,0,0,0,0,0
product_1368,0,0,0,0,33,0,0,0,0,0,27,0,0
product_1369,88,1,0,0,30,0,0,0,73,7,0,0,0
